name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
Giuseppe Caso,Left Winger,23,1.2,Italy,Serie B,Genoa CFC,Italy,Serie B,Frosinone Calcio,1.1,False
Corentin Jean,Centre-Forward,26,1.2,France,Ligue 1,RC Lens,United States,MLS,Inter Miami CF,1.09,False
Pierre-Yves Hamel,Centre-Forward,28,1.2,France,Ligue 1,FC Lorient,France,Ligue 2,Paris FC,1.0,False
Christoph Daferner,Centre-Forward,24,1.2,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,1.FC Nuremberg,1.0,False
Efthymios Koulouris,Centre-Forward,26,1.2,Greece,Super League 1,Atromitos Athen,Austria,Bundesliga,LASK,1.0,False
André Silva,Centre-Forward,25,1.2,Portugal,Liga Portugal,FC Arouca,Portugal,Liga Portugal,Vitória Guimarães SC,1.0,False
Astrit Selmani,Centre-Forward,25,1.2,Sweden,Allsvenskan,Hammarby IF,Israel,Ligat ha'Al,Hapoel Beer Sheva,1.0,False
Jordy de Wijs,Centre-Back,27,1.2,England,Championship,Queens Park Rangers,Germany,2. Bundesliga,Fortuna Düsseldorf,0.9,False
Asger Sörensen,Centre-Back,26,1.2,Germany,2. Bundesliga,1.FC Nuremberg,Czech Republic,Fortuna Liga,AC Sparta Prague,0.8,False
Ewoud Pletinckx,Centre-Back,21,1.2,Belgium,Jupiler Pro League,SV Zulte Waregem,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0.75,False
Alasana Manneh,Central Midfield,24,1.2,Poland,Ekstraklasa,Górnik Zabrze,Denmark,Superligaen,Odense Boldklub,0.6,False
Lazar Tufegdzic,Attacking Midfield,25,1.2,Serbia,Super liga Srbije,FK Spartak Subotica,Bulgaria,efbet Liga,CSKA-Sofia,0.5,False
Shion Homma,Left Midfield,21,1.2,Japan,J2 League,Albirex Niigata,Belgium,Challenger Pro League,Club NXT,0.5,False
Jhonatan Candia,Centre-Forward,27,1.2,Argentina,Liga Profesional,CA Huracán,Argentina,Liga Profesional,CA Rosario Central,0.48,False
Ismael Tajouri-Shradi,Right Winger,28,1.2,United States,MLS,Los Angeles FC,United States,MLS,New England Revolution,0.364,False
Jan-Niklas Beste,Left-Back,23,1.2,Germany,Bundesliga,SV Werder Bremen,Germany,2. Bundesliga,1.FC Heidenheim 1846,0.35,False
Jhon Vásquez,Right Winger,27,1.2,Colombia,Liga DIMAYOR II,Deportivo Cali,Brazil,Série A,Ceará Sporting Club,0.3,True
Irakli Azarovi,Left-Back,20,1.2,Georgia,Crystalbet Erovnuli Liga,Dinamo Batumi,Serbia,Super liga Srbije,Red Star Belgrade,0.3,False
Vadim Rata,Central Midfield,29,1.2,Romania,SuperLiga,FC Voluntari,Romania,SuperLiga,FCSB,0.3,False
Mehdi Ghayedi,Left Winger,23,1.2,United Arab Emirates,UAE Pro League,FC Shabab Al-Ahli Dubai,Iran,Persian Gulf Pro League,Esteghlal FC,0.3,True
Moussa Sissako,Centre-Back,21,1.2,Belgium,Jupiler Pro League,Standard Liège,Russia,Premier Liga,FC Sochi,0.3,False
Adrian Gryszkiewicz,Centre-Back,22,1.2,Poland,Ekstraklasa,Górnik Zabrze,Germany,2. Bundesliga,SC Paderborn 07,0.2,False
Igor Konovalov,Central Midfield,25,1.2,Russia,1.Division,Rubin Kazan,Russia,Premier Liga,Ural Yekaterinburg,0.12,True
Théo Sainte-Luce,Left-Back,23,1.2,France,Ligue 2,Nîmes Olympique,France,Ligue 1,Montpellier HSC,0,False
Ion Gheorghe,Attacking Midfield,22,1.2,Romania,SuperLiga,FC Voluntari,Romania,SuperLiga,Sepsi OSK Sf. Gheorghe,0,False
Ousmane Doumbia,Defensive Midfield,30,1.2,Switzerland,Super League,FC Zürich,Switzerland,Super League,FC Lugano,0,False
Mame Diouf,Centre-Forward,34,1.2,Turkey,Süper Lig,Hatayspor,Turkey,Süper Lig,Konyaspor,0,False
Romaine Sawyers,Attacking Midfield,30,1.2,England,Championship,West Bromwich Albion,Wales,Championship,Cardiff City,0,False
Abraham Marcus,Left Winger,22,1.2,Nigeria,Without League,Remo Stars FC,Portugal,Liga Sabseg,FC Porto B,0,True
Luca Sangalli,Central Midfield,27,1.2,Spain,Primera Federación - Gr. II,Real Sociedad B,Spain,LaLiga2,FC Cartagena,0,False
Maciej Rybus,Left-Back,32,1.2,Russia,Premier Liga,Lokomotiv Moscow,Russia,Premier Liga,Spartak Moscow,0,False
Fernando Navarro,Central Midfield,33,1.2,Mexico,Liga MX Apertura,Club León FC,Mexico,Liga MX Apertura,Deportivo Toluca,0,False
Joel Fameyeh,Centre-Forward,25,1.2,Russia,Premier Liga,FK Orenburg,Russia,1.Division,Rubin Kazan,0,False
Jaroslav Zeleny,Left-Back,29,1.2,Czech Republic,Fortuna Liga,FK Jablonec,Czech Republic,Fortuna Liga,AC Sparta Prague,0,False
Moussa Doumbia,Left Winger,27,1.2,France,Ligue 1,Stade Reims,France,Ligue 2,FC Sochaux-Montbéliard,0,False
Edgar Méndez,Right Winger,32,1.2,Spain,LaLiga2,Deportivo Alavés,Mexico,Liga MX Apertura,Club Necaxa,0,False
Ben Woodburn,Attacking Midfield,22,1.2,England,Premier League,Liverpool FC,England,Championship,Preston North End,0,False
Adrián Aldrete,Left-Back,34,1.2,Mexico,Liga MX Apertura,CD Cruz Azul,Mexico,Liga MX Apertura,UNAM Pumas,0,False
Dylan Chambost,Attacking Midfield,24,1.2,France,Ligue 1,ESTAC Troyes,France,Ligue 2,AS Saint-Étienne,0,False
Josh Vela,Central Midfield,28,1.2,England,League One,Shrewsbury Town,England,League One,Fleetwood Town,0,False
Stratos Svarnas,Centre-Back,24,1.2,Greece,Super League 1,AEK Athens,Poland,Ekstraklasa,Rakow Czestochowa,0,True
Haris Vuckic,Centre-Forward,29,1.2,Spain,LaLiga2,Real Zaragoza,Croatia,SuperSport HNL,HNK Rijeka,0,False
Nemanja Nikolic,Centre-Forward,29,1.2,Serbia,Super liga Srbije,FK Spartak Subotica,Serbia,Super liga Srbije,FK Vojvodina Novi Sad,0,False
Yann Bodiger,Central Midfield,27,1.2,Spain,LaLiga2,FC Cartagena,Spain,LaLiga2,Granada CF,0,False
Mehdi Chahiri,Left Winger,25,1.2,France,Ligue 1,RC Strasbourg Alsace,France,Ligue 2,Paris FC,0,True
Erik Durm,Right-Back,30,1.2,Germany,Bundesliga,Eintracht Frankfurt,Germany,2. Bundesliga,1.FC Kaiserslautern,0,False
Kevin Castañeda,Attacking Midfield,22,1.2,Mexico,Liga MX Apertura,Deportivo Toluca,Mexico,Liga MX Apertura,Club Tijuana,0,False
Anthony Briançon,Centre-Back,27,1.2,France,Ligue 2,Nîmes Olympique,France,Ligue 2,AS Saint-Étienne,0,False
Heinz Lindner,Goalkeeper,31,1.2,Switzerland,Super League,FC Basel 1893,Switzerland,Super League,FC Sion,0,False
Filip Kiss,Defensive Midfield,31,1.2,Saudi Arabia,Professional League,Ettifaq FC,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,0,False
Christian Dalle Mura,Centre-Back,20,1.2,Italy,Serie A,ACF Fiorentina,Italy,Serie B,SPAL,0,True
Sergiy Bolbat,Right-Back,29,1.2,Ukraine,Premier Liga,Shakhtar Donetsk,Ukraine,Premier Liga,Kolos Kovalivka,0,False
Arthur Desmas,Goalkeeper,28,1.2,France,Ligue 1,Clermont Foot 63,France,Ligue 2,AC Le Havre,0,False
Svetozar Markovic,Centre-Back,22,1.2,Greece,Super League 1,Olympiacos Piraeus,Serbia,Super liga Srbije,FK Partizan Belgrade,0,False
Younes Namli,Attacking Midfield,28,1.2,Russia,Premier Liga,FK Krasnodar,Netherlands,Eredivisie,Sparta Rotterdam,0,False
Daan Heymans,Attacking Midfield,23,1.2,Italy,Serie B,Venezia FC,Belgium,Jupiler Pro League,RSC Charleroi,0,False
Luca Valzania,Central Midfield,26,1.2,Italy,Serie A,Atalanta BC,Italy,Serie A,US Cremonese,0,False
Dan N'Lundulu,Centre-Forward,23,1.2,England,Premier League,Southampton FC,England,League One,Cheltenham Town,0,True
Levent Mercan,Attacking Midfield,21,1.2,Germany,Bundesliga,FC Schalke 04,Turkey,Süper Lig,Fatih Karagümrük,0,False
Clinton N'Jie,Right Winger,28,1.2,Russia,Premier Liga,Dynamo Moscow,Turkey,Süper Lig,Sivasspor,0,False
Higor Meritão,Defensive Midfield,28,1.2,Brazil,Paulistão A1 - Primeira fase,Associação Ferroviária de Esportes (SP),Mexico,Liga MX Apertura,UNAM Pumas,0,False
Favio Álvarez,Attacking Midfield,29,1.2,Mexico,Liga MX Apertura,UNAM Pumas,Argentina,Liga Profesional,Club Atlético Talleres,0,True
César Haydar,Centre-Back,21,1.2,Brazil,Série A,Red Bull Bragantino,Colombia,Liga DIMAYOR II,Junior FC,0,True
Pawel Wszolek,Right Winger,30,1.2,Germany,Bundesliga,1.FC Union Berlin,Poland,Ekstraklasa,Legia Warszawa,0,False
Jonas Bager,Centre-Back,25,1.2,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,Belgium,Jupiler Pro League,RSC Charleroi,0,False
Enriko Papa,Central Midfield,29,1.2,Romania,SuperLiga,FC Botosani,Turkey,1.Lig,Caykur Rizespor,0,False
Fabricio Domínguez,Central Midfield,24,1.2,Argentina,Liga Profesional,Racing Club,Argentina,Liga Profesional,Defensa y Justicia,0,True
Joe Allen,Central Midfield,32,1.2,England,Championship,Stoke City,Wales,Championship,Swansea City,0,False
Jon Guridi,Central Midfield,27,1.2,Spain,LaLiga,Real Sociedad,Spain,LaLiga2,Deportivo Alavés,0,False
Varazdat Haroyan,Centre-Back,29,1.2,Spain,LaLiga,Cádiz CF,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,False
Casimir Ninga,Left Winger,29,1.2,France,Ligue 1,Angers SCO,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,False
Federico Macheda,Centre-Forward,30,1.2,Greece,Super League 1,Panathinaikos Athens,Turkey,Süper Lig,MKE Ankaragücü,0,False
Robert Bozenik,Centre-Forward,22,1.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Portugal,Liga Portugal,Boavista FC,0,True
Farouk Miya,Attacking Midfield,24,1.2,Ukraine,Premier Liga,PFK Lviv,Turkey,1.Lig,Caykur Rizespor,0,False
Brandon Thomas,Centre-Forward,27,1.2,Spain,LaLiga2,Málaga CF,Greece,Super League 1,PAOK Thessaloniki,0,False
Youssef Msakni,Left Winger,31,1.2,Qatar,Stars League,Al-Duhail SC,Qatar,Stars League,Al-Arabi SC,0,True
Esteban Burgos,Centre-Back,30,1.2,Spain,LaLiga2,SD Eibar,Spain,LaLiga2,Málaga CF,0,False
Ousseynou Thioune,Central Midfield,28,1.2,France,Ligue 2,FC Sochaux-Montbéliard,France,Ligue 2,Dijon FCO,0,False
Kevin Rüegg,Right-Back,23,1.2,Italy,Serie A,Hellas Verona,Switzerland,Super League,BSC Young Boys,0,True
Mohamed Rayhi,Left Winger,28,1.2,Saudi Arabia,Professional League,Al-Batin FC,United Arab Emirates,UAE Pro League,Al-Dhafra FC,0,False
Sonny Perkins,Centre-Forward,18,1.2,England,Premier League 2,West Ham United U21,England,Premier League 2,Leeds United U21,0,False
Oriol Busquets,Defensive Midfield,23,1.2,France,Ligue 1,Clermont Foot 63,Portugal,Liga Portugal,FC Arouca,0,False
Muamer Tankovic,Left Winger,27,1.2,Greece,Super League 1,AEK Athens,Cyprus,Protathlima Cyta,Pafos FC,0,False
Mo Dauda,Left Winger,24,1.2,Belgium,Jupiler Pro League,RSC Anderlecht,Spain,LaLiga2,CD Tenerife,0,True
Tarek Hamed,Defensive Midfield,33,1.2,Egypt,Premier League,Zamalek SC,Saudi Arabia,Professional League,Al-Ittihad Club (Jeddah),0,False
Luiz Gustavo,Defensive Midfield,35,1.2,Turkey,Süper Lig,Fenerbahce,Saudi Arabia,Professional League,Al-Nassr Riad,0,False
Isaac Sackey,Defensive Midfield,28,1.2,Turkey,Süper Lig,Hatayspor,Turkey,Süper Lig,Ümraniyespor,0,False
Ignasi Miquel,Centre-Back,29,1.2,Spain,LaLiga,Getafe CF,Spain,LaLiga2,Granada CF,0,False
Julio Tavarès,Centre-Forward,33,1.2,Saudi Arabia,Without League,Al-Faisaly FC,Saudi Arabia,Professional League,Al-Raed,0,False
Sarpreet Singh,Attacking Midfield,23,1.2,Germany,Regionalliga Bayern,FC Bayern Munich II,Germany,2. Bundesliga,SSV Jahn Regensburg,0,True
Jesús Trindade,Defensive Midfield,29,1.2,Mexico,Liga MX Apertura,CF Pachuca,Brazil,Série A,Coritiba Foot Ball Club,0,True
Lisandro Alzugaray,Right Winger,32,1.2,Ecuador,Serie A Segunda Etapa,CD Universidad Católica,Saudi Arabia,Without League,Al-Ahli Saudi FC,0,False
Nathan Byrne,Right-Back,30,1.2,England,League One,Derby County,United States,MLS,Charlotte FC,0,False
Lukas Klünter,Right-Back,26,1.2,Germany,Bundesliga,Hertha BSC,Germany,2. Bundesliga,Arminia Bielefeld,0,False
Ali Akman,Centre-Forward,20,1.2,Germany,Bundesliga,Eintracht Frankfurt,Turkey,1.Lig,Göztepe,0,True
Luccas Claro,Centre-Back,30,1.2,Brazil,Série A,Fluminense Football Club,Turkey,1.Lig,Eyüpspor,0,False
Mohamed Ounajem,Right Winger,30,1.2,Egypt,Premier League,Zamalek SC,Morocco,Botola Pro Inwi,Wydad Casablanca,0,False
Getulio,Centre-Forward,25,1.2,Brazil,Série B,Tombense Futebol Clube (MG),Japan,J2 League,Ventforet Kofu,0,True
Nikola Maras,Centre-Back,26,1.2,Spain,LaLiga,UD Almería,Spain,LaLiga2,Deportivo Alavés,0,True
N'Dri Philippe Koffi,Centre-Forward,20,1.2,France,Ligue 1,Stade Reims,Portugal,Liga Portugal,FC Paços de Ferreira,0,True
Artur Ionita,Central Midfield,31,1.2,Italy,Serie B,Benevento Calcio,Italy,Serie B,Pisa Sporting Club,0,False
Andreas Voglsammer,Centre-Forward,30,1.2,Germany,Bundesliga,1.FC Union Berlin,England,Championship,Millwall FC,0,False
Ashley Fletcher,Centre-Forward,26,1.2,England,Championship,Watford FC,England,Championship,Wigan Athletic,0,True
Rúnar Alex Rúnarsson,Goalkeeper,27,1.2,England,Premier League,Arsenal FC,Turkey,Süper Lig,Alanyaspor,0,True
Majeed Waris,Centre-Forward,30,1.2,France,Ligue 1,RC Strasbourg Alsace,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,False
Mark McGuinness,Centre-Back,21,1.2,Wales,Championship,Cardiff City,England,League One,Sheffield Wednesday,0,True
Sambou Soumano,Centre-Forward,21,1.2,France,Ligue 1,FC Lorient,Belgium,Jupiler Pro League,KAS Eupen,0,True
Aleksander Buksa,Centre-Forward,19,1.2,Italy,Serie B,Genoa CFC,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0,True
Sokol Cikalleshi,Centre-Forward,32,1.2,Turkey,Süper Lig,Konyaspor,Saudi Arabia,Professional League,Al-Khaleej,0,True
Jens Toornstra,Attacking Midfield,33,1.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,FC Utrecht,0,False
Damien Le Tallec,Defensive Midfield,32,1.2,Greece,Super League 1,AEK Athens,Russia,Premier Liga,Torpedo Moscow,0,False
Cyrus Christie,Right-Back,29,1.2,England,Premier League,Fulham FC,England,Championship,Hull City,0,False
Anthony Musaba,Right Winger,21,1.2,Monaco,Ligue 1,AS Monaco,France,Ligue 2,FC Metz,0,True
Aslak Witry,Right-Back,26,1.2,Netherlands,Eredivisie,AZ Alkmaar,Bulgaria,efbet Liga,Ludogorets Razgrad,0,False
Dereck Kutesa,Left Winger,24,1.2,France,Ligue 1,Stade Reims,Switzerland,Super League,Servette FC,0,False
Karim Ansarifard,Centre-Forward,32,1.2,Greece,Super League 1,AEK Athens,Cyprus,Protathlima Cyta,Omonia Nicosia,0,False
Luca Valzania,Central Midfield,26,1.2,Italy,Serie A,US Cremonese,Italy,Serie B,SPAL,0,True
Heri,Right Winger,25,1.2,Portugal,Liga Portugal,FC Famalicão,Spain,LaLiga2,SD Ponferradina,0,True
Melayro Bogarde,Defensive Midfield,20,1.2,Germany,Bundesliga,TSG 1899 Hoffenheim,Netherlands,Keuken Kampioen Divisie,PEC Zwolle,0,True
Alfred N'Diaye,Defensive Midfield,32,1.2,Saudi Arabia,Professional League,Al-Shabab Club (Riyadh),Spain,LaLiga2,Málaga CF,0,False
Gabriel Fuentes,Left-Back,25,1.2,Colombia,Liga DIMAYOR II,Junior FC,Spain,LaLiga2,Real Zaragoza,0,True
Jason Berthomier,Attacking Midfield,32,1.2,France,Ligue 1,Clermont Foot 63,France,Ligue 2,Valenciennes FC,0,False
Luca Palmiero,Defensive Midfield,26,1.2,Italy,Serie A,SSC Napoli,Italy,Serie C - C,Delfino Pescara 1936,0,False
Elio Capradossi,Centre-Back,26,1.2,Italy,Serie A,Spezia Calcio,Italy,Serie B,Cagliari Calcio,0,False
Vadim Rata,Central Midfield,29,1.2,Romania,SuperLiga,FCSB,Romania,SuperLiga,FC Voluntari,0,False
Derrick Luckassen,Centre-Back,27,1.2,Netherlands,Eredivisie,PSV Eindhoven,Israel,Ligat ha'Al,Maccabi Tel Aviv,0,False
Kazimcan Karatas,Left-Back,19,0.95,Turkey,1.Lig,Altay SK,Turkey,Süper Lig,Galatasaray,1.14,False
Alberto Paleari,Goalkeeper,29,1.0,Italy,Serie B,Genoa CFC,Italy,Serie B,Benevento Calcio,1.1,False
Albert Vallci,Right-Back,27,1.0,Austria,Bundesliga,Red Bull Salzburg,Switzerland,Super League,FC St. Gallen 1879,1.1,False
Valentin Costache,Left Winger,23,1.1,Romania,SuperLiga,CFR Cluj,Romania,SuperLiga,FC Rapid 1923,0.1,False
Tolga Cigerci,Defensive Midfield,30,1.1,Turkey,Süper Lig,Basaksehir FK,Turkey,Süper Lig,MKE Ankaragücü,0,False
Dogan Erdogan,Defensive Midfield,25,1.1,Turkey,Süper Lig,Gaziantep FK,Netherlands,Eredivisie,Fortuna Sittard,0,False
Baldomero Perlaza,Central Midfield,30,1.1,Colombia,Liga DIMAYOR II,Atlético Nacional,Argentina,Liga Profesional,CA Colon,0,False
Alpaslan Öztürk,Centre-Back,28,1.1,Turkey,Süper Lig,Galatasaray,Turkey,1.Lig,Eyüpspor,0,True
Rafael Carrascal,Central Midfield,29,1.1,Colombia,Liga DIMAYOR II,CD América de Cali,Paraguay,Primera División Clausura,Club Cerro Porteño,0,False
Isaque,Attacking Midfield,25,1.1,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série B,Guarani Futebol Clube (SP),0,True
Willian Maranhão,Defensive Midfield,26,1.1,Brazil,Série A,Santos FC,Brazil,Série A,Atlético Clube Goianiense,0,True
Luca Vido,Centre-Forward,25,1.1,Italy,Serie A,Atalanta BC,Italy,Serie B,Palermo FC,0,True
Andreas Hansen,Goalkeeper,26,0.3,Denmark,Superligaen,Aalborg BK,Denmark,Superligaen,FC Nordsjaelland,1.08,False
Mohamed Sobhi,Goalkeeper,23,0.5,Egypt,Premier League,Zamalek SC,Egypt,Premier League,Pharco FC,1.04,False
Josué Colmán,Left Winger,23,1.0,Paraguay,Primera División Clausura,Club Guaraní,Mexico,Liga MX Apertura,Mazatlán FC,2.1,False
Carlton Morris,Centre-Forward,26,1.0,England,League One,Barnsley FC,England,Championship,Luton Town,2.0,False
Oliver Zandén,Left-Back,20,1.0,Sweden,Allsvenskan,IF Elfsborg,France,Ligue 1,FC Toulouse,1.5,False
Pawel Jaroszynski,Left-Back,27,0.6,Italy,Serie B,Genoa CFC,Italy,Serie A,US Salernitana 1919,1.0,False
Marko Divkovic,Centre-Forward,23,0.7,Slovakia,Fortuna Liga,DAC Dunajska Streda,Denmark,Superligaen,Bröndby IF,1.0,False
Jayson Molumby,Central Midfield,22,1.0,England,Premier League 2,Brighton & Hove Albion U21,England,Championship,West Bromwich Albion,1.0,False
Lyle Foster,Centre-Forward,21,0.8,Portugal,Without League,Vitória Guimarães SC B,Belgium,Jupiler Pro League,KVC Westerlo,1.0,False
Aziz,Centre-Forward,23,1.0,Portugal,Liga Portugal,Vitória Guimarães SC,Portugal,Liga Portugal,Rio Ave FC,1.0,False
Noel Aseko,Defensive Midfield,16,0,Germany,U17-Bundesliga Nord/Nordost,Hertha BSC U17,Germany,U19-BL S/SW,FC Bayern Munich U19 ,1.0,False
Anton Kade,Left Winger,18,0.75,Germany,Bundesliga,Hertha BSC,Switzerland,Super League,FC Basel 1893,1.0,False
Maarten Paes,Goalkeeper,24,0.9,Netherlands,Eredivisie,FC Utrecht,United States,MLS,FC Dallas,1.0,False
Joaquín Ardaiz,Centre-Forward,23,0.5,Switzerland,Challenge League,FC Schaffhausen,Switzerland,Super League,FC Luzern,1.0,False
Melle Meulensteen,Centre-Back,22,0.8,Netherlands,Eredivisie,RKC Waalwijk,Netherlands,Eredivisie,Vitesse Arnhem,1.0,False
Matheus Pereira,Central Midfield,24,0.5,Spain,Primera Federación - Gr. II,FC Barcelona Atlètic,Spain,LaLiga2,SD Eibar,1.0,False
Álvaro Leiva,Second Striker,17,0.5,Spain,Primera Federación - Gr. I,Algeciras CF,Spain,Primera Federación - Gr. I,Real Madrid Castilla,1.0,False
Rodrigo Guth,Centre-Back,21,0.75,Italy,Serie A,Atalanta BC,Netherlands,Eredivisie,Fortuna Sittard,1.0,False
Vitinho,Right-Back,23,1.0,Belgium,Jupiler Pro League,Cercle Brugge ,England,Championship,Burnley FC,1.0,False
Luka Hyryläinen,Defensive Midfield,17,0,Germany,U19-BL S/SW,Eintracht Frankfurt U19,Germany,Regionalliga Südwest,TSG 1899 Hoffenheim II,1.0,False
Adrian Rus,Centre-Back,26,0.9,Hungary,NB I.,MOL Fehérvár FC,Italy,Serie B,Pisa Sporting Club,1.0,False
Nino Zugelj,Right Winger,22,0.4,Slovenia,Prva Liga,NK Maribor,Norway,Eliteserien,FK Bodø/Glimt,1.0,False
Lenny Lacroix,Centre-Back,19,1.0,France,Ligue 2,FC Metz,Portugal,Liga Sabseg,SL Benfica B,1.0,False
Lazar Zaknic,Centre-Back,18,0,Serbia,Omladinska liga,FK Cukaricki U19,Italy,Primavera 1,Sassuolo Primavera,1.0,False
Sergio Ruiz,Central Midfield,27,1.0,United States,MLS,Charlotte FC,Spain,LaLiga2,Granada CF,1.0,False
Vaclav Jemelka,Centre-Back,27,1.0,Czech Republic,Fortuna Liga,SK Sigma Olomouc,Czech Republic,Fortuna Liga,FC Viktoria Plzen,1.0,False
Lisandru Tramoni,Right Winger,19,0.4,Italy,Primavera 1,Cagliari Primavera,Italy,Serie B,Pisa Sporting Club,1.0,False
Jan-Carlo Simic,Centre-Back,17,0,Germany,U19-BL S/SW,VfB Stuttgart U19,Italy,Primavera 1,Milan Primavera,1.0,False
Ibrahima Wadji,Centre-Forward,27,0.65,Azerbaijan,Premyer Liqa,Qarabağ FK,France,Ligue 2,AS Saint-Étienne,1.0,False
Ibrahima,Defensive Midfield,23,0.6,Portugal,Liga Sabseg,Moreirense FC,Portugal,Liga Portugal,Boavista FC,1.0,False
Saël Kumbedi,Right-Back,17,0.2,France,Ligue 2,AC Le Havre,France,Ligue 1,Olympique Lyon,1.0,False
Christian Sörensen,Left-Back,30,0.4,Denmark,Superligaen,Viborg FF,Denmark,Superligaen,FC Copenhagen,1.0,False
Abdoullah Ba,Defensive Midfield,19,0.7,France,Ligue 2,AC Le Havre,England,Championship,Sunderland AFC,1.0,False
Maryan Shved,Right Winger,25,0.9,Belgium,Jupiler Pro League,KV Mechelen,Ukraine,Premier Liga,Shakhtar Donetsk,1.0,False
Kaheem Parris,Right Winger,22,0.8,Slovenia,Prva Liga,FC Koper,Ukraine,Premier Liga,Dynamo Kyiv,1.0,False
Stefan Mugoša,Centre-Forward,30,1.0,"Korea, South",K League 1,Incheon United,Japan,J1 League,Vissel Kobe,0.96,False
Fran Vélez,Centre-Back,31,1.0,Greece,Super League 1,Panathinaikos Athens,Saudi Arabia,Professional League,Al-Fateh,0.85,False
Ewerton,Left Winger,25,1.0,Czech Republic,Fortuna Liga,FK Mlada Boleslav,Czech Republic,Fortuna Liga,SK Slavia Prague,0.8,False
Neven Djurasek,Defensive Midfield,23,1.0,Croatia,Without League,GNK Dinamo Zagreb II,Ukraine,Premier Liga,Shakhtar Donetsk,0.8,False
Luuk Brouwers,Defensive Midfield,24,1.0,Netherlands,Eredivisie,Go Ahead Eagles,Netherlands,Eredivisie,FC Utrecht,0.75,False
Yann Aurel Bisseck,Centre-Back,21,1.0,Germany,Bundesliga,1. FC Köln,Denmark,Superligaen,Aarhus GF,0.67,False
Franco Israel,Goalkeeper,22,1.0,Italy,Serie C - A,Juventus Next Gen,Portugal,Liga Portugal,Sporting CP,0.65,False
Mayckel Lahdo,Left Winger,19,1.0,Sweden,Allsvenskan,Hammarby IF,Netherlands,Eredivisie,AZ Alkmaar,0.6,False
Gonzalo Mastriani,Centre-Forward,29,1.0,Ecuador,Serie A Segunda Etapa,Barcelona SC Guayaquil,Brazil,Série A,América Futebol Clube (MG),0.58,False
Silvester van der Water,Right Winger,25,1.0,United States,MLS,Orlando City SC,Netherlands,Eredivisie,SC Cambuur-Leeuwarden,0.5,False
